"PeopleID3","PeopName","Pronunciation","PeopNameSpanish","PeopNameGerman","PeopNamePortuguese","PeopNameFrench","PeopNameIndonesian","PeopNameThai","PeopNameHindi","ROP3_31Dec2009","ROP3","PeopleID2","JPScalePGACOld","JPScalePGAC","PercentChristianPGAC","PercentEvangelicalPGAC","LeastReachedPGAC","ROG3Largest","NbrCountries","PopulationPGAC","ROL3PGAC","RLG3PGAC","RaceCode","OmidCommunityName","OmidNCode","LargeSouthAsianLanguageROL3","Memo","Source","EditName","EditDate"
18362,"Kharga, Selima",,,,,,,,,113926,113926,137,"1.1",1,0.00,0.00,"Y","EG",1,31000,"ayl",6,"CMT30",,,,,,"BM",1/17/2001 0:00:00
18363,"Kwegu",,,,,,,,,113930,113930,245,"3.2",5,58.00,44.00,,"ET",1,900,"xwg",1,"NAB62z",,,,,,"BM",1/18/2001 0:00:00
18364,"Ouargla",,,,,,,,,113933,113933,141,"1.2",1,0.05,0.02,"Y","AG",1,6400,"oua",6,"CMT32d",,,,"Former ROP = 107710",,"DS",6/23/2008 0:00:00
18365,"Phuthi",,,,,,,,,113934,113934,346,"3.2",4,95.00,7.00,,"LT",1,52000,"ssw",1,"NAB57i",,,,,,"BM",1/18/2001 0:00:00
18366,"Sotho-Taung",,,,,,,,,113936,113936,349,"3.2",4,95.00,6.00,,"LT",1,32000,"sot",1,"NAB57m",,,,,,"BM",7/16/2003 0:00:00
18367,"Handa, Tsexa",,,,,,,,,113937,113937,203,"2.2",3,10.00,1.50,,"BC",1,1300,"hnh",4,"BYG11d",,,,,,"TW",10/4/2000 0:00:00
18368,"Pashtun, Central",,,"Paschtunen, Zentral-",,"Pathan du Centre","Pashtun, Tengah",,,113938,106050,267,"1.1",1,0.00,0.00,"Y","AE",1,20000,"pst",6,"CNT24a",,,,,,"BM",7/16/2003 0:00:00
18369,"Indus Kohistani, Galo",,,,,,,,"???? ??????????, ????",113939,113939,201,"1.1",1,0.00,0.00,"Y","AF",1,40000,"mvy",6,"CNN25i","Kohistani","KOH",,,,"BM",1/23/2001 0:00:00
18370,"Masna",,,,,,,,,113941,113941,141,"1.1",1,0.00,0.00,"Y","MR",1,2400,"mey",6,"CMT32 ",,,,,,"BM",1/25/2001 0:00:00
18371,"Imragen",,,,,,,,,113942,113942,112,"1.1",1,0.00,0.00,"Y","WI",1,23000,"mey",6,"CMT30",,,,,,"BM",1/25/2001 0:00:00
18372,"Gemsbok Nama, Bushman",,"Gemsbok Nama, Bosquimano",,,,"Gemsbok Nama, Orang Semak",,,113943,107051,203,"3.2",5,90.00,20.00,,"SF",1,5300,"naq",1,"BYG11c",,,,,,"BM",7/16/2003 0:00:00
18373,"Nghuki",,,,,,,,,113947,113947,203,"2.2",2,90.00,2.00,,"SF",1,700,"ngh",1,"BYG11d",,,,,,"BM",1/25/2001 0:00:00
18375,"Tatoga, Taturu-Gisamjang",,,,,,,,,113952,113952,245,"3.1",4,25.00,4.00,,"TZ",1,11000,"tcc",4,"NAB62g",,,,,,"BM",7/16/2003 0:00:00
18376,"Kambari",,,,,,,,,113953,113953,140,"3.1",4,65.00,3.50,,"NI",1,145000,"tsw",1,"NAB56b",,,,,,"BM",1/31/2001 0:00:00
18377,"Yoruba-Egba",,,,,,,,,113954,113954,320,"3.2",5,87.00,42.00,,"NI",1,4876000,"yor",1,"NAB59n",,,,,,"BM",7/16/2003 0:00:00
18378,"Lola, Warabal",,,,,,,,,113965,113965,224,"1.2",1,5.00,2.00,"Y","ID",1,1000,"lcd",6,"MSY44v",,,,,,"BM",1/31/2001 0:00:00
18379,"Idoma, North",,"Idoma, Norte","Idoma, Nord-",,"Idoma du Nord","Idoma, Utara",,,113967,113967,140,"3.2",5,97.00,25.00,,"NI",1,424000,"idu",1,"NAB59z",,,,,,"BM",12/10/2002 0:00:00
18380,"Idoma, West",,"Idoma, Occidental",,,"Idoma de l'Ouest","Idoma, Barat",,,113969,113969,140,"3.2",5,97.00,34.00,,"NI",1,461000,"idu",1,"NAB59z",,,,,,"BM",1/31/2001 0:00:00
18381,"Kaco",,,,,,,,,113972,113972,239,"3.1",4,5.00,5.00,,"CB",1,4000,"xkk",4,"AUG03z",,,,,,"BM",1/31/2001 0:00:00
18382,"Mamasani",,,,,,,,,113973,113973,327,"1.1",1,0.00,0.00,"Y","IR",1,121000,"luz",6,"CNT24z",,,,,,"BM",1/31/2001 0:00:00
18383,"Judeo-Japanese",,"Judeo-Japonés","Judäo-Japaner",,"Judéo-Japonais","Yudeo-Jepang",,,113974,113974,194,"1.2",1,1.00,0.80,"Y","JA",1,50000,"jpn",4,"MSY45a",,,,,,"BM",1/31/2001 0:00:00
18384,"Achang, Husa","Ah-tsung-Hoo-sa",,,,,,,,113977,113977,317,"1.2",1,2.00,2.00,"Y","CH",1,7300,"acn",4,"MSY50f",,,,,,"BM",2/1/2001 0:00:00
18385,"A Che",,,,,,,,,113978,113978,317,"1.1",1,0.00,0.00,"Y","CH",1,41000,"yif",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18386,"Adi","Ah-dee",,,,,,,"???",113979,113979,103,"2.1",3,22.21,0.00,,"IN",3,49900,"adi",9,"MSY50z","Adi","ADI",,,,"BM",2/1/2001 0:00:00
18387,"Adu","Ah-doo",,,,,,,,113980,113980,317,"1.1",1,0.00,0.00,"Y","CH",1,8000,"cmn",7,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18388,"A-Hmao","Ah-Maow",,,,,,,,113981,113981,230,"3.2",5,80.00,75.00,,"CH",1,440000,"hmd",1,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18389,"Akto Turkmen","Ahk-toe-Turk-men","Turcomano, Akto","Uiguren",,"Turkmen de Akto",,,,113982,113982,204,"1.1",1,0.00,0.00,"Y","CH",1,2800,"uig",6,"MSY41z",,,,,,"BM",2/1/2001 0:00:00
18390,"Aling","Ah-ling",,,,,,,,113983,113983,317,"1.1",1,0.00,0.00,"Y","CH",1,7100,"yig",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18391,"Aluo","Ah-luoh",,,,,,,,113984,113984,317,"1.1",1,0.00,0.00,"Y","CH",1,27000,"yna",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18392,"Amdo, Hbrogpa","Ahm-doe, Druk-pah",,,,,,,,113985,113985,304,"1.2",1,0.05,0.05,"Y","CH",1,724000,"adx",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18393,"Amdo, Ronba","Ahm-doe, Rong-wah",,,,,,,,113986,113986,304,"1.1",1,0.01,0.01,"Y","CH",1,158000,"adx",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18394,"Amdo, Rongmahbrogpa","Ahm-doe, Rung-ma-Druk-pah",,,,,,,,113987,113987,304,"1.2",1,0.10,0.10,"Y","CH",1,182000,"adx",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18395,"Amdo, Rtahu","Ahm-doe, Ta-hoo",,,,,,,,113988,113988,304,"1.1",1,0.00,0.00,"Y","CH",1,98000,"adx",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18396,"Ani","Ah-nee",,,,,,,,113990,113990,317,"1.1",1,0.00,0.00,"Y","CH",1,107000,"yix",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18397,"Ao Biao","Aow-Beeow",,,,,,,,113991,113991,319,"1.2",1,0.40,0.40,"Y","CH",1,17000,"bje",4,"MSY47b",,,,,,"BM",2/1/2001 0:00:00
18398,"Aoka","Aow-kha",,,,,,,,113992,113992,161,"1.2",1,1.00,0.70,"Y","CH",1,320000,"hsn",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18399,"A'ou","Ah-ow",,,,,,,,113993,113993,295,"1.1",1,0.00,0.00,"Y","CH",1,50,"aou",4,"MSY49a",,,,,,"BM",2/1/2001 0:00:00
18400,"Apu","Ah-poo",,,,,,,,113994,113994,317,"1.1",1,0.00,0.00,"Y","CH",1,3200,"nos",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18401,"Asahei","Ah-sa-hay",,,,,,,,113995,113995,317,"1.1",1,0.00,0.00,"Y","CH",1,11000,"ysn",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18402,"Ati","Ah-tee",,,,,,,,113996,114832,238,"1.2",1,0.30,0.20,"Y","CH",1,16000,"ysn",4,"MSY41y",,,,,,"BM",2/1/2001 0:00:00
18403,"Awu, Northern","Ah-woo","Awu, Norte","Awu, Nördliche",,"Awu du Nord","Awu, Utara",,,113997,113997,317,"1.1",1,0.00,0.00,"Y","CH",1,4500,"iii",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18404,"Awu, Southeastern","Ah-woo","Awu, Sudeste","Awu, Südöstliche",,"Awu du Sud-Ouest","Awu, Tenggara",,,113998,113998,317,"3.1",4,3.00,2.40,,"CH",1,31000,"yiu",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18405,"Axi","Ah-shee",,,,,,,,113999,113999,317,"1.2",1,3.00,0.08,"Y","CH",1,99000,"ysn",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18406,"Ayizi","Ah-yee-zee",,,,,,,,114000,114000,317,"1.2",1,0.50,0.50,"Y","CH",1,50,"yyz",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18407,"Azhe","Ah-jeh",,,,,,,,114001,114001,317,"1.2",1,1.00,0.07,"Y","CH",1,58000,"yiz",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18408,"Azong","Ah-zong",,,,,,,,114002,114002,317,"1.1",1,0.00,0.00,"Y","CH",1,1300,"nos",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18409,"Baihong","Bai-hong",,,,,,,,114003,114003,185,"3.1",4,2.80,2.70,,"CH",1,243000,"how",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18410,"Bai Yi","Bai-Yee",,,,,,,,114004,114004,317,"1.1",1,0.00,0.00,"Y","CH",1,27000,"iii",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18411,"Ban Yao","Bahn-Yaow",,,,,,,,114005,114005,319,"1.1",1,0.00,0.00,"Y","CH",1,35000,"ium",4,"MSY47b",,,,,,"BM",2/1/2001 0:00:00
18412,"Bei","Bay",,,,,,,,114006,114006,317,"1.2",1,0.05,0.04,"Y","CH",1,45000,"bca",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18413,"Beidongnuo","Bay-dong-nuoh",,,,,,,,114007,114007,230,"1.1",1,0.00,0.00,"Y","CH",1,500,"hea",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18414,"Ben","Ben",,,,,,,,114008,114008,239,"1.1",1,0.10,0.00,"Y","CH",1,1400,"wbm",4,"AUG03z",,,,,,"BM",2/1/2001 0:00:00
18415,"Biao-Jiao Mien","Beeaow-Jeeow-Mee-en",,,,,,,,114009,114009,319,"1.2",1,0.10,0.10,"Y","CH",1,66000,"bje",4,"MSY47b",,,,,,"BM",2/1/2001 0:00:00
18416,"Bogol","Bo-gawl",,,,,,,,114011,114011,238,"1.1",1,0.00,0.00,"Y","CH",1,1400,"dta",4,"MSY41y",,,,,,"BM",2/1/2001 0:00:00
18417,"Boka","Bo-kah",,,,,,,,114012,114012,317,"1.2",1,0.10,0.05,"Y","CH",1,11000,"ybk",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18418,"Bolozi","Boh-luo-tzi",,,,,,,,114013,114013,304,"1.1",1,0.00,0.00,"Y","CH",1,2700,"qxs",4,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18419,"Bonan","Bo-nahn",,,,,,,,114014,114014,162,"1.1",1,0.00,0.00,"Y","CH",1,12000,"peh",6,"MSY41y",,,,,,"BM",2/1/2001 0:00:00
18420,"Bonan, Tongren","Bo-nahn Tong-ren”",,,,,,,,114015,114015,304,"1.1",1,0.00,0.00,"Y","CH",1,7100,"peh",2,"MSY41y",,,,,,"BM",2/1/2001 0:00:00
18421,"Bouyei","Boo-yee",,,,,,,,114016,114016,150,"1.2",1,0.69,0.16,"Y","CH",2,2753900,"pcc",4,"MSY49b",,,,,,"BM",2/1/2001 0:00:00
18422,"Budo","Boo-doe",,,,,,,,114017,114017,185,"3.2",5,19.00,18.90,,"CH",1,13000,"byo",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18423,"Bunan","Boo-nun",,,,,,,,114018,114018,304,"1.2",1,0.20,0.20,"Y","CH",1,2100,"bfu",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18424,"Bunu","Boo-noo",,,,,,,,114019,114019,319,"1.1",1,0.00,0.00,"Y","CH",1,417000,"bwx",4,"MSY47b",,,,,,"BM",2/1/2001 0:00:00
18425,"Bunun","Boo-non",,,,,,,,114020,114020,298,"3.2",5,72.85,13.60,,"TW",2,51500,"bnn",1,"AUG01a",,,,,,"BM",2/1/2001 0:00:00
18426,"Cai","Tsai",,,,,,,,114021,114021,295,"3.1",4,3.00,2.50,,"CH",1,33000,"giq",4,"MSY49#",,,,,,"BM",2/1/2001 0:00:00
18427,"Changpao","Chung-paow",,,,,,,,114023,114023,319,"1.1",1,0.00,0.00,"Y","CH",1,6600,"bwx",4,"MSY47b",,,,,,"BM",2/1/2001 0:00:00
18428,"Miao, Changshu","Meow, Chung-shoo",,,,,,,,114024,114024,230,"1.1",1,0.00,0.00,"Y","CH",1,20000,"cqd",4,"MSY47a",,,,,,"BM",6/17/2003 0:00:00
18429,"Chesu","Cheh-soo",,,,,,,,114025,114025,317,"1.2",1,0.50,0.50,"Y","CH",1,3600,"ych",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18430,"Chuanlan","Chooan-lahn",,,,,,,,114027,114027,317,"3.2",4,6.20,6.00,,"CH",1,386000,"nos",2,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18431,"Chuanqing","Chooan-ching",,,,,,,,114028,114028,161,"1.2",1,3.30,1.60,"Y","CH",1,978000,"cmn",2,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18432,"Daizhan","Die-zhahn",,,,,,,,114029,114029,317,"1.1",1,0.00,0.00,"Y","CH",1,13000,"cmn",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18433,"Daur","Dao-urh",,,,,,,,114030,114030,238,"1.2",1,1.20,1.20,"Y","CH",1,193000,"dta",4,"MSY41y",,,,,,"BM",2/1/2001 0:00:00
18434,"Daur, Western","Dao-urh","Daur, Occidental","Daur, Westliche",,"Daur de l'Ouest","Daur, Barat",,,114031,114031,238,"1.1",1,0.00,0.00,"Y","CH",1,7300,"dta",4,"MSY41z",,,,,,"BM",2/1/2001 0:00:00
18435,"De'ang, Rumai","Roo-mai",,,,,,,,114033,114033,239,"1.1",1,0.00,0.00,"Y","CH",1,6100,"rbb",2,"AUG03z",,,,,,"BM",2/1/2001 0:00:00
18436,"Deng, Darang","Dung, Da-rahng",,,,,,,,114035,114035,317,"1.2",1,0.15,0.12,"Y","CH",1,11000,"mhu",4,"MSY50f",,,,,,"BM",2/1/2001 0:00:00
18437,"Deng, Geman","Dung",,,,,,,,114036,114036,317,"1.1",1,0.00,0.00,"Y","CH",1,14000,"mxj",4,"MSY50f",,,,,,"BM",2/1/2001 0:00:00
18438,"Depo","Deh-po",,,,,,,,114037,114037,317,"3.2",5,14.00,14.00,,"CH",1,7800,"iii",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18439,"Dianbao","Dee-ahn-bow",,,,,,,,114039,114039,322,"1.1",1,0.00,0.00,"Y","CH",1,14000,"zyg",4,"MSY49a",,,,,,"BM",2/1/2001 0:00:00
18440,"Diao","Dee-ow",,,,,,,,114040,114040,323,"1.1",1,0.00,0.00,"Y","CH",1,2700,"cmn",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18441,"Digao","Dee-gaow",,,,,,,,114041,114041,317,"1.1",1,0.00,0.00,"Y","CH",1,29000,"ysn",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18442,"Dong, Northern","Dong","Dong, Norte","Dong, Nördliche",,"Dong du Nord","Dong, Utara",,,114042,114042,295,"1.2",1,0.11,0.09,"Y","CH",1,574000,"doc",4,"MSY49z",,,,,,"BM",2/1/2001 0:00:00
18443,"Dong, Southern","Dong","Dong, Sur","Dong, Südliche",,"Dong du Sud","Dong, Selatan",,,114043,114043,295,"1.2",1,0.07,0.07,"Y","CH",1,1219000,"kmc",4,"MSY49z",,,,,,"BM",2/1/2001 0:00:00
18444,"Dongxiang","Dong-shee-ung",,,,,,,,114044,114044,162,"1.1",1,0.00,0.00,"Y","CH",1,620000,"sce",6,"MSY41y",,,,,,"BM",2/1/2001 0:00:00
18445,"Doupo","Dow-po",,,,,,,,114045,114045,317,"1.1",1,0.00,0.00,"Y","CH",1,800,"iii",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18446,"Duoluo, Tu'lu","Duoh-luoh",,,,,,,,114046,114046,295,"3.1",4,2.50,2.50,,"CH",1,2800,"giw",4,"MSY49a",,,,,,"BM",2/1/2001 0:00:00
18447,"Duota","Doo-oh-ta",,,,,,,,114047,114047,185,"3.1",4,3.00,2.52,,"CH",1,15000,"hni",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18448,"Eka","Ee-kah",,,,,,,,114048,114048,317,"1.2",1,0.80,0.78,"Y","CH",1,3300,"lhu",4,"MSY50i",,,,,,"BM",7/16/2003 0:00:00
18449,"Enipu","Uh-nee-poo",,,,,,,,114049,114049,317,"1.1",1,0.00,0.00,"Y","CH",1,21000,"ycl",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18450,"Enu","E-noo",,,,,,,,114050,114050,185,"3.1",4,2.90,2.87,,"CH",1,26000,"enu",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18451,"Ergong","Erh-gong",,,,,,,,114051,114051,304,"1.1",1,0.00,0.00,"Y","CH",1,51000,"ero",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18452,"Ersu","Erh-soo",,,,,,,,114052,114052,317,"1.1",1,0.00,0.00,"Y","CH",1,43000,"ers",2,"MSY50l",,,,,,"BM",2/1/2001 0:00:00
18453,"Ewenki, Solon","E-wenk-ee, Sor-lon",,"Ewenken, Solonen",,,,,,114053,114054,107,"2.2",3,9.62,1.41,,"RS",3,42200,"evn",4,"MSY41i",,,,,,"BM",2/1/2001 0:00:00
18454,"Ewenki, Tungus","E-wenk-ee, Tuun-giss",,"Ewenken, Tungusen",,,,,,114054,114053,107,"1.1",1,0.00,0.00,"Y","CH",1,34000,"evn",4,"MSY41i",,,,,,"BM",2/1/2001 0:00:00
18455,"Fuma","Foo-ma",,,,,,,,114055,114055,295,"3.1",4,2.60,2.32,,"CH",1,1000,"fom",4,"MSY49z",,,,,,"BM",2/1/2001 0:00:00
18456,"Gaiji","Gai-jee",,,,,,,,114056,114056,317,"1.1",1,0.00,0.00,"Y","CH",1,39000,"cmn",4,"MSY50z",,,,,,"BM",7/16/2003 0:00:00
18457,"Gaisu, Southern","Gai-soo","Gaisu, Sur","Gaisu, Südliche",,"Gaisu de Sud","Gaisu, Selatan",,,114057,114057,317,"1.1",1,0.30,0.00,"Y","CH",1,47000,"cmn",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18458,"Gaisu, Western","Gai-soo","Gaisu, Occidental","Gaisu, Westliche",,"Gaisu de l'Ouest","Gaisu, Barat",,,114058,114058,317,"1.1",1,0.00,0.00,"Y","CH",1,1200,"cmn",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18459,"Ga Mong","Gah-Mong",,,"Ga mong",,,,,114059,114059,230,"1.1",1,0.00,0.00,"Y","CH",1,69000,"cqd",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18460,"Ge","Guh",,,,,,,,114061,114061,230,"1.2",1,0.12,0.09,"Y","CH",1,132000,"hmj",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18461,"Gepo, Eastern","Geh-po","Gepo, Oriental","Gepo, Östliche",,"Gépo de l'Est","Gepo, Timur",,,114063,114063,317,"1.2",1,0.60,0.60,"Y","CH",1,81000,"ygp",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18462,"Gepo, Western","Geh-po","Gepo, Occidental","Gepo, Westliche",,"Gépo de l'Ouest","Gepo, Barat",,,114064,114064,317,"1.1",1,0.00,0.00,"Y","CH",1,8300,"ygp",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18463,"Gese","Geh-seh",,,,,,,,114065,114065,317,"1.1",1,0.00,0.00,"Y","CH",1,16000,"yig",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18464,"Gesu","Geh-soo",,,,,,,,114066,114066,317,"1.1",1,0.00,0.00,"Y","CH",1,16000,"cmn",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18465,"Ghao-Xong, Eastern","Gaow-Shong","Ghao-Xong, Oriental","Ghao-Xong, Östliche",,"Ghao-Xong de l'Est","Ghao-Xong, Timur",,,114068,114068,230,"1.2",1,3.50,0.96,"Y","CH",1,133000,"muq",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18466,"Ghao-Xong, Western","Gaow-Shong","Ghao-Xong, Occidental","Ghao-Xong, Westliche",,"Ghao-Xong de l'Ouest","Ghao-Xong, Barat",,,114069,108339,230,"1.2",1,0.60,0.37,"Y","CH",1,1360000,"mmr",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18467,"Golog","Gor-lok",,,,,,,,114071,114071,304,"1.1",1,0.02,0.00,"Y","CH",1,162000,"adx",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18468,"Gouzou","Gow-zo",,,,,,,,114072,114072,317,"3.1",4,5.00,4.87,,"CH",1,5200,"yig",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18469,"Guaigun","Gwai-gun",,,,,,,,114073,114073,317,"1.1",1,0.00,0.00,"Y","CH",1,500,"xxx",4,"MSY50z",,,,,,"BM",2/1/2001 0:00:00
18470,"Guopu","Guoh-poo",,,,,,,,114074,114074,317,"3.2",5,20.00,18.00,,"CH",1,109000,"yig",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18471,"Hagei","Ha-gay",,,,,,,,114075,114075,295,"1.1",1,0.00,0.00,"Y","CH",1,3000,"gir",4,"MSY49a",,,,,,"BM",2/1/2001 0:00:00
18472,"Hakka, Hainan Island","Hah-kah","Hakka, Isla Hainan","Hakka, Insel Hainan",,"Hakka de l'île de Hainan","Hakka, Pulau Hainan",,,114077,114077,161,"1.1",1,0.00,0.00,"Y","CH",1,2300,"hak",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18473,"Han Chinese, Dan","Dan","Chino Han, Dan","Han-Chinesen, Dan",,"Chinois Han-Dan","Han China, Dan",,,114079,114079,161,"1.2",1,0.70,0.34,"Y","CH",1,4870000,"yue",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18474,"Han Chinese, Gan","Gahn","Chino Han, Gan","Han-Chinesen, Gan",,"Chinois Han-Gan","Han China, Gan",,,114080,114080,161,"3.2",4,8.00,6.50,,"CH",1,40877000,"gan",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18475,"Han Chinese, Hui'an","Hway-ahn","Chino Han, Hui'an","Han-Chinesen, Hui'an",,"Chinois Han-Hui'an","Han China, Hui'an",,,114081,114081,161,"3.1",4,5.00,4.20,,"CH",1,177000,"cdo",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18476,"Han Chinese, Huizhou","Hway-joe","Chino Han, Huizhou","Han-Chinesen, Huizhou",,"Chinois Han-Huizhou","Han China, Huizhou",,,114082,114082,161,"3.1",4,7.00,5.00,,"CH",1,5208000,"czh",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18477,"Han Chinese, Jin","Jin","Chino Han, Jin","Han-Chinesen, Jin",,"Chinois Han Jin","Han China, Jin",,,114083,114083,161,"3.2",4,8.00,6.00,,"CH",1,61674000,"cjy",7,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18478,"Han Chinese, Min Dong","Min-Dong","Chino Han, Min Dong","Han-Chinesen, Min Dong",,"Chinois Han-Min de l'est","Han China, Min Dong","???????? ???? ????????????",,114085,114085,161,"3.2",4,9.88,8.88,,"CH",5,10320300,"cdo",7,"MSY42a",,,,,,"TW",10/4/2000 0:00:00
18479,"Han Chinese, Min Zhong","Min-Jong","Chino Han, Min Zhong","Han-Chinesen, Min Zhong",,"Chinois Han-Min Zhong","Han China, Min Zhong",,,114087,114087,161,"3.1",4,5.00,4.59,,"CH",1,3510000,"czo",7,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18480,"Han Chinese, Pinghua","Ping-hwa",,,,,"Han China, Pinghua",,,114088,114088,161,"3.1",4,5.00,3.60,,"CH",1,2767000,"cmn",7,"MSY42a",,,,,,"BM",7/16/2003 0:00:00
18481,"Han Chinese, Puxian","Pu-shee-un","Chino Han, Puxian","Han-Chinesen, Puxian",,"Chinois Han-Puxian","Han China, Puxian",,,114089,114089,161,"3.1",4,5.07,4.41,,"CH",3,3042000,"cpx",7,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18482,"Han Chinese, Shaojiang","Shaow-jung","Chino Han, Shaojiang","Han-Chinesen, Shaojiang",,"Chinois Han-Shaojiang","Han China, Shaojiang",,,114090,114090,161,"3.1",4,4.30,3.70,,"CH",1,987000,"cmn",7,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18483,"Han Chinese, Waxiang","Wa-sheeung","Chino Han, Waxiang","Han-Chinesen, Waxiang",,"Chinois Han Waxiang","Han China, Waxiang",,,114091,114091,161,"1.2",1,0.30,0.22,"Y","CH",1,362000,"wxa",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18484,"Han Chinese, Xiang","Sheeang","Chino Han, Xiang","Han-Chinesen, Xiang",,"Chinois Han-Xiang","Han China, Xiang",,,114092,114092,161,"1.2",1,2.51,2.00,"Y","CH",3,38256000,"hsn",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18485,"Han Chinese, Xunpu","Shun-poo","Chino Han, Xunpu","Han-Chinesen, Xunpu",,"Chinois Han-Xunpu","Han China, Xunpu",,,114093,114093,161,"3.1",4,4.00,3.00,,"CH",1,1200,"nan",4,"MSY42a",,,,,,"BM",2/1/2001 0:00:00
18486,"Hmong Bua","Hmong-Booah",,,"Hmong bua",,,,,114094,114094,230,"1.2",1,2.26,1.84,"Y","CH",3,92800,"cqd",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18487,"Han Tai","Hahn-Tie",,,,,,,,114096,114096,295,"1.2",1,0.70,0.70,"Y","CH",1,56000,"khb",2,"MSY49a",,,,,,"BM",2/1/2001 0:00:00
18488,"Haoni","How-nee",,,,,,,,114097,114097,185,"3.1",4,8.00,5.00,,"CH",1,153000,"how",4,"MSY50i",,,,,,"BM",2/1/2001 0:00:00
18489,"Hdzanggur","H-zung-gur",,,,,,,,114098,114098,304,"1.1",1,0.00,0.00,"Y","CH",1,5400,"adx",2,"MSY50r",,,,,,"BM",2/1/2001 0:00:00
18490,"Hkauri","Cow-ree",,,,,,,,114100,114100,317,"3.2",5,80.00,50.00,,"CH",1,40,"kac",1,"MSY50f",,,,,,"BM",2/1/2001 0:00:00
18491,"Hmong Be","Hmong-Beh",,,,,,,,114101,114101,230,"1.1",1,0.00,0.00,"Y","CH",1,1300,"xxx",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
18492,"Hmong Dlex Nchab","Hmong-Dley-Ncha",,,,,,,,114103,114103,230,"1.1",1,0.00,0.00,"Y","CH",1,21000,"mww",4,"MSY47a",,,,,,"BM",2/1/2001 0:00:00
